Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Secondary Sponsor,Sponsor (combined),This Committee Recommendation
SB 5020,f,Restaurant soju endorsement,S Rules X,,3/18/19,Hobbs,,HB 1034(H subst for),,,Salomon,Hobbs,
SB 5021,f,DOC/interest arbitration,S subst for,,3/4/19,Van De Wege,,HB 1042(H Rules R),,,Walsh,Van De Wege,
SB 5022,af,Higher ed./interest arbitr.,C 234 L 19,PV,4/30/19,Keiser,,,47-2-0-0,,Conway,Keiser,
SB 5023,f,Ethnic studies curriculum,S subst for,,3/4/19,Hasegawa,,,,,Conway,Hasegawa,
SB 5024,f#,Local taxing districts,S subst for,,3/11/19,Hasegawa,,,,,Fortunato,Hasegawa,
SB 5025,f,Self-help housing dev./taxes,S subst for,,3/11/19,Das,,,,,Warnick,Das,
SB 5026,f#,Parcel & planning boundaries,S Rules X,,3/18/19,Honeyford,,,,,Fortunato,Honeyford,
SB 5027,,Extreme risk protect. orders,S subst for,,3/5/19,Frockt,,,,,Carlyle,Frockt,
SB 5028,f,Month of the kindergartner,S subst for,,2/26/19,Hunt,,,,,"Wilson, C.",Hunt,
SB 5029,f#,Law enforcement,S Rules X,,3/18/19,Frockt,,HB 1064(H subst for),,,Padden,Frockt,
SB 5030,f,Service contract providers,S subst for,,3/4/19,Mullet,,HB 1001(C 16 L 19),,,"Wilson, L.",Mullet,
SB 5031,fo,Out-of-network health care,S Health & Long,,1/14/19,Rolfes,,HB 1065(H subst for),,,Kuderer,Rolfes,
SB 5032,fo,Medicare supplement plans,C 38 L 19,,4/17/19,Cleveland,,HB 1484(H HC/Wellness),93-0-0-5,,Keiser,Cleveland,
SB 5033,fd,Employment after public serv,S State Govt/Tri,,1/14/19,Carlyle,,HB 1067(H Rules R),,,Hunt,Carlyle,
SB 5034,fd,Debt collection complaints,S Rules X,,3/18/19,Dhingra,,HB 1066(C 201 L 19),,,Frockt,Dhingra,
SB 5035,fd,Prevailing wage laws,S subst for,,3/1/19,Saldaña,,HB 1072(H Rules C),,,Hasegawa,Saldaña,
SB 5036,f#,Metro. park district comm'rs,S Rules 3,,4/28/19,Conway,,HB 1092(C 198 L 19),40-7-0-2,,Takko,Conway,
SB 5037,,RTA additional voter approv.,S Transportation,,1/14/19,O'Ban,,,,,Sheldon,O'Ban,
SB 5038,,Adult family home placements,S Behavioral Heal,,1/16/19,O'Ban,,,,,Becker,O'Ban,
SB 5039,f#,Competency restoration/risk,S Behavioral Hea,,1/16/19,O'Ban,,,,,Becker,O'Ban,
SB 5040,,Instit. persons/placement,S Behavioral Heal,,1/16/19,O'Ban,,,,,Becker,O'Ban,
SB 5041,f#,Community long-term ITA cap.,S Behavioral Hea,,1/16/19,O'Ban,,,,,Becker,O'Ban,
SB 5042,f#,RTA vehicle valuation,S Transportation,,1/14/19,O'Ban,,,,,Becker,O'Ban,
SB 5043,,RTA tax nullification,S Transportation,,1/14/19,O'Ban,,,,,Becker,O'Ban,
SB 5044,,RTA tax nullification,S Transportation,,1/14/19,O'Ban,,,,,Fortunato,O'Ban,
SB 5045,,ITA risk/managed care,S Behavioral Heal,,1/16/19,O'Ban,,,,,Wagoner,O'Ban,
SB 5046,f#,Panel competency evaluations,S Behavioral Hea,,1/16/19,O'Ban,,,,,Becker,O'Ban,
SB 5047,f#,Veteran diversion/ITA,S Rules X,,3/18/19,O'Ban,,,,,Wagoner,O'Ban,
SB 5048,,State hospital reentry prg.,S Behavioral Heal,,1/21/19,O'Ban,,,,,Conway,O'Ban,
SB 5049,f#,Property tax/line of duty,S State Govt/Tri,,1/14/19,O'Ban,,,,,Conway,O'Ban,
SB 5050,f,Body armor sentencing enhan.,S Law & Justice,,1/14/19,O'Ban,,,,,Wagoner,O'Ban,
SB 5051,f#,Commercial office space,S subst for,,3/12/19,O'Ban,,,,,Brown,O'Ban,
SB 5052,f#,School resource officers,S EL/K-12,,1/14/19,O'Ban,,,,,Fortunato,O'Ban,
SB 5053,f,Behavioral health licensure,S Rules,,4/28/19,O'Ban,,,,,Sheldon,O'Ban,
SB 5054,af,Behav. health reciprocity,Del to Gov,,4/26/19,O'Ban,,,46-0-0-3,,Brown,O'Ban,
SB 5055,,Behav. health peer services,S Rules X,,3/18/19,O'Ban,,,,,Hasegawa,O'Ban,
SB 5056,f#,Behav. health/crim. justice,S Behavioral Hea,,1/16/19,O'Ban,,,,,Zeiger,O'Ban,
SB 5057,fd,Tobacco & vapor products/age,S Ways & Means,,1/23/19,Kuderer,,EHB 1074(C 15 L 19),,,Cleveland,Kuderer,
SB 5058,,Call center relocation,S Labor & Commer,,1/14/19,Hasegawa,,HB 1960(H Labor & Workpl),,,Hunt,Hasegawa,
SB 5059,f,Leg. gift center/alcohol,S Rules X,,3/18/19,Hasegawa,,,,,Conway,Hasegawa,
SB 5060,,Civil forfeiture burden,S Law & Justice,,1/14/19,Hasegawa,,,,,,Hasegawa,
SB 5061,fd#,Undetectable firearms,S Rules X,,3/18/19,Dhingra,,HB 1073(H Civil R & Judi),,,Pedersen,Dhingra,
SB 5062,fd#,High capacity magazines,S Rules X,,3/18/19,Kuderer,,HB 1068(H Rules R),,,Hunt,Kuderer,
SB 5063,fe#,"Ballots, prepaid postage",S subst for,,3/5/19,Nguyen,,HB 1209(H Approps),,,Hasegawa,Nguyen,
SB 5064,fd#,Personal information,S Rules X,,3/18/19,Nguyen,,HB 1071(H subst for),,,Darneille,Nguyen,
SB 5065,f,Consumer comp grp insurance,S Rules X,,3/18/19,Hobbs,,HB 1075(H subst for),,,"Wilson, L.",Hobbs,
SB 5066,fo,School district elections,S Rules X,,3/18/19,Wellman,,,,,Frockt,Wellman,
SB 5067,fo,Common schools,S subst for,,3/12/19,Zeiger,,HB 1076(H Rules C),,,,Zeiger,
SB 5068,fo,State learning standards,S Rules X,,3/18/19,Wellman,,HB 1120(H Rules 3C),,,Zeiger,Wellman,
SB 5069,fo,CTE course equivalencies,S EL/K-12,,1/14/19,Zeiger,,HB 1424(H subst for),,,Wellman,Zeiger,
SB 5070,fo,Bilingual educators,S EL/K-12,,1/14/19,Wellman,,HB 1468(H Approps),,,Zeiger,Wellman,
SB 5071,fo,Obsolete school provisions,S Rules X,,3/18/19,Zeiger,,HB 1173(H Rules C),,,Wellman,Zeiger,
SB 5072,,Extreme risk protect. orders,S Law & Justice,,1/14/19,O'Ban,,,,,Frockt,O'Ban,
SB 5073,f#,Election cost reimbursement,S Ways & Means,,1/24/19,Hunt,,HB 1291(H Approps),,,Cleveland,Hunt,
SB 5074,fo,Presidential electors,C 143 L 19,,4/26/19,Kuderer,,HB 1539(H State Govt & T),52-43-0-3,,Pedersen,Kuderer,
SB 5075,f#,MVET low-income adjustments,S Transportation,,1/14/19,Kuderer,,,,,Palumbo,Kuderer,
SB 5076,,Community custody/voting,S Rules X,,3/18/19,Kuderer,,,,,Palumbo,Kuderer,
SB 5077,f#,Single-use plastic straws,S subst for,,3/4/19,Kuderer,,,,,Darneille,Kuderer,
SB 5078,f,Candidate tax return discl.,S Rules 3,,4/28/19,Kuderer,,,28-21-0-0,,Hunt,Kuderer,
SB 5079,f#,Native Americans/voting,S subst for,,2/6/19,McCoy,,HB 1339(H State Govt & T),,,Billig,McCoy,
SB 5080,f,Offender reentry/education,"S Human Svcs, Re",,1/14/19,McCoy,,,,,Darneille,McCoy,
SB 5081,,Indian fugitive extradition,S Law & Justice,,1/14/19,McCoy,,,,,,McCoy,
SB 5082,f,Social emotional learning,S subst for,,3/6/19,McCoy,,,,,Hasegawa,McCoy,
SB 5083,,Indian tribe records,C 39 L 19,,4/17/19,McCoy,,,93-0-0-5,,Hasegawa,McCoy,
SB 5084,f,Community dev. authority,S Financial Inst,,1/14/19,McCoy,,,,,Kuderer,McCoy,
SB 5085,,Broadband internet access,"S Environment, E",,1/14/19,McCoy,,,,,Conway,McCoy,
SB 5086,f,School surplus technology,S EL/K-12,,1/14/19,Wellman,,,,,Hasegawa,Wellman,
SB 5087,f,Language competency grants,S Ways & Means,,2/18/19,Wellman,,,,,Hasegawa,Wellman,
SB 5088,af,Computer science/high school,C 180 L 19,,4/29/19,Wellman,,,46-0-3-0,,Palumbo,Wellman,
SB 5089,f,Early learning access,S subst for,,3/6/19,Wellman,,,,,Darneille,Wellman,
SB 5090,f,Wage and salary information,S Rules X,,3/18/19,Wellman,,,,,Kuderer,Wellman,
SB 5091,f,Special education funding,S subst for,,3/9/19,Wellman,,,,,Conway,Wellman,
SB 5092,f,School district waivers,S EL/K-12,,1/14/19,Fortunato,,,,,,Fortunato,
SB 5093,f,State highway litter control,S subst for,,3/5/19,Fortunato,,,,,,Fortunato,
SB 5094,,Roadway signs/U.S. flag,S Transportation,,1/14/19,Fortunato,,,,,,Fortunato,
SB 5095,f,Productivity board,S Ways & Means,,2/1/19,Fortunato,,,,,Hunt,Fortunato,
SB 5096,,Foster parent case aides,S subst for,,3/8/19,O'Ban,,HB 2031(H Rules C),,,,O'Ban,
SB 5097,,Massage therapists/photo,S Rules X,,3/18/19,Cleveland,,HB 1082(H subst for),,,"Wilson, L.",Cleveland,
SB 5098,f,Public defense funding,S Law & Justice,,1/14/19,Braun,,HB 1086(H Approps),,,Takko,Braun,
SB 5099,f,Rec. target shooting areas,S Rules X,,3/18/19,Sheldon,,,,,Fortunato,Sheldon,
SB 5100,f#,Cougar control pilot program,S Ag/Water/Natur,,1/14/19,Sheldon,,,,,Schoesler,Sheldon,
SB 5101,,State resident exam pref.,S State Govt/Trib,,1/18/19,Sheldon,,,,,,Sheldon,
SB 5102,,DNR land acquisitions,S Ag/Water/Natura,,1/14/19,Sheldon,,HB 1288(H Civil R & Judi),,,,Sheldon,
SB 5103,f,Natural areas,S Ag/Water/Natur,,1/14/19,Sheldon,,HB 1287(H Cap Budget),,,,Sheldon,
SB 5104,,Local gov. vehicle tolls,S Rules X,,3/18/19,Sheldon,,,,,Rolfes,Sheldon,
SB 5105,fo,Education reporting,S EL/K-12,,1/14/19,Wellman,,HB 1151(H subst for),,,Hasegawa,Wellman,
SB 5106,fo,Natural disaster mitigation,S subst for,,3/4/19,Das,,HB 1040(H Approps),,,Mullet,Das,
SB 5107,afo,Trust institutions,Del to Gov,,4/25/19,Das,,HB 1171(H Rules R),48-0-0-1,,Mullet,Das,
SB 5108,f,Natural gas tax treatment,"S Environment, E",,1/14/19,King,,HB 1070(C 202 L 19),,,McCoy,King,
SB 5109,f,Ag. fair concessionaires,S Labor & Commer,,1/14/19,Zeiger,,,,,,Zeiger,
SB 5110,f,Ag. fairgrounds/alcohol,S Ways & Means,,2/14/19,Zeiger,,,,,Fortunato,Zeiger,
SB 5111,f,Private investigator cards,S Labor & Commer,,1/14/19,Zeiger,,,,,Fortunato,Zeiger,
SB 5112,fo,Campaign finance,S State Govt/Tri,,1/14/19,Hunt,,HB 1195(H subst for),,,Zeiger,Hunt,
SB 5113,fo,High school diplomas by CTC,S Rules 3,,4/28/19,Liias,,HB 1714(Del to Gov),47-0-0-2,,Zeiger,Liias,
SB 5114,f#,Guardianship pilot program,S Law & Justice,,1/14/19,O'Ban,,,,,Conway,O'Ban,
SB 5115,fd,Appliance efficiency,S Rules X,,3/18/19,Carlyle,,HB 1444(H subst for),,,Palumbo,Carlyle,
SB 5116,fe#,Clean energy,S subst for,,2/28/19,Carlyle,,HB 1211(H Approps),,,Palumbo,Carlyle,
SB 5117,,Essential public facilities,S Local Governmen,,1/14/19,Palumbo,,,,,Darneille,Palumbo,
SB 5118,f,Self-generated electricity,S Rules X,,3/18/19,Palumbo,,,,,Rolfes,Palumbo,
SB 5119,f,Contracted highway workers,C 144 L 19,,4/26/19,Palumbo,,,78-19-0-1,,Keiser,Palumbo,
SB 5120,f#,Private correctional facils,S subst for,,3/6/19,Palumbo,,,,,Darneille,Palumbo,
SB 5121,f#,Embezzlement,S Law & Justice,,1/14/19,Honeyford,,,,,,Honeyford,
SB 5122,,Water-sewer comm'r insurance,C 40 L 19,,4/17/19,Takko,,HB 1241(H Rules C),81-12-0-5,,Short,Takko,
SB 5123,,Unlawful detainer/three days,S Rules X,,3/18/19,Padden,,,,,,Padden,
SB 5124,fd,Appraisal mngmt companies,C 74 L 19,,4/19/19,Das,,,97-0-0-1,,,Das,
SB 5125,fd,Businesses & professions,S Rules 3,,4/28/19,Conway,,HB 1176(Del to Gov),48-0-0-1,,,Conway,
SB 5126,f#,Brain injury fee expansion,S Transportation,,1/14/19,McCoy,,HB 1586(H Approps),,,Darneille,McCoy,
SB 5127,f#,Brain injury fee increase,S subst for,,3/7/19,McCoy,,HB 1585(H Rules C),,,Billig,McCoy,
SB 5128,f#,Electric motorcycle fees,S Rules,,4/28/19,Rolfes,,,,,Braun,Rolfes,
SB 5129,fd,Revenue,S Ways & Means,,1/14/19,Rolfes,,HB 1343(H Finance),,,Hunt,Rolfes,
SB 5130,fd,Fish barrier removal funding,S Transportation,,1/23/19,Rolfes,,HB 1228(H Trans),,,Saldaña,Rolfes,
SB 5131,,Mobile home foreclosure sale,S subst for,,2/15/19,Takko,,HB 1005(H Rules R),,,Short,Takko,
SB 5132,a,Noncollection of taxes,Del to Gov,,4/25/19,Takko,,HB 1437(H Rules C),47-0-0-2,,Short,Takko,
SB 5133,d,State gen. obligation bonds,S Rules 2,,4/3/19,Frockt,,HB 1101(H subst for),,,Honeyford,Frockt,
SB 5134,d,Capital budget 2019-2021,S Rules 2,,4/3/19,Frockt,,HB 1102(H subst for),,,Honeyford,Frockt,
SB 5135,f,Toxic pollution,S subst for,,3/7/19,Rolfes,,HB 1194(H Approps),,,Frockt,Rolfes,
SB 5136,f,Water infrastructure program,S Ag/Water/Natur,,1/14/19,Honeyford,,HB 1889(H Cap Budget),,,Warnick,Honeyford,
SB 5137,f,Aircraft excise tax,S subst for,,3/11/19,Honeyford,,,,,Wagoner,Honeyford,
SB 5138,f,Aircraft registration,S Rules X,,3/18/19,Honeyford,,,,,Wagoner,Honeyford,
SB 5139,f,Daylight saving time,S subst for,,3/12/19,Honeyford,,,,,Hunt,Honeyford,
SB 5140,f,Uniform standard time,S State Govt/Tri,,1/14/19,Honeyford,,,,,Hunt,Honeyford,
SB 5141,f#,School resource officers,S subst for,,3/5/19,Wellman,,,,,Kuderer,Wellman,
SB 5142,,Corporate boards/women,S Law & Justice,,1/14/19,Wellman,,,,,Keiser,Wellman,
SB 5143,f#,Domestic violence/firearms,S Rules X,,3/18/19,Dhingra,,,,,Wellman,Dhingra,
SB 5144,f,Child support pass-through,S Ways & Means,,2/7/19,Dhingra,,HB 1136(H Approps),,,O'Ban,Dhingra,
SB 5145,a,Hydraulic fracturing,Del to Gov,,4/25/19,Salomon,,,30-19-0-0,,Nguyen,Salomon,
SB 5146,fo,High school graduation reqs,S Ways & Means,,2/22/19,Wellman,,HB 1121(H Education),,,Hunt,Wellman,
SB 5147,f#,Feminine hygiene products tx,S Ways & Means,,1/22/19,"Wilson, L.",,,,,Brown,"Wilson, L.",
SB 5148,f,Hunting/visible clothing,S subst for,,2/20/19,"Wilson, L.",,,,,Becker,"Wilson, L.",
SB 5149,f#,Domestic violence monitoring,S Ways & Means,,1/25/19,"Wilson, L.",,,,,Becker,"Wilson, L.",
SB 5150,f#,Comm. college security,S Rules X,,3/18/19,"Wilson, L.",,,,,Becker,"Wilson, L.",
SB 5151,f,Growth mngmt board/indexing,S subst for,,2/6/19,"Wilson, L.",,,,,Becker,"Wilson, L.",
SB 5152,f#,Dwellings for elderly/SMA,"S Environment, E",,1/14/19,"Wilson, L.",,,,,Becker,"Wilson, L.",
SB 5153,d,Operating budget 2019-2021,S Ways & Means,,1/14/19,Rolfes,,HB 1109(H subst for),,,Braun,Rolfes,
SB 5154,d,Supp. operating budget 17-19,S Ways & Means,,1/14/19,Rolfes,,HB 1108(H Approps),,,Braun,Rolfes,
SB 5155,f,Residential marijuana ag.,S Labor & Commer,,1/14/19,Walsh,,HB 1131(H Commerce & Gam),,,Hasegawa,Walsh,
SB 5156,f,Diaper changing stations,S Rules X,,3/18/19,Hunt,,HB 1223(H Rules C),,,Kuderer,Hunt,
SB 5157,f,Passenger-only ferry study,S Transportation,,1/14/19,Hunt,,,,,Wellman,Hunt,
SB 5158,fo,Educator evaluations,S EL/K-12,,1/15/19,Hunt,,HB 1119(H Approps),,,Wellman,Hunt,
SB 5159,fo,Bilingual instruction prg.,S Ways & Means,,2/22/19,McCoy,,HB 1425(H Approps),,,Zeiger,McCoy,
SB 5160,f#,"Sr's, disab. vets/prop tx ex",S subst for,,3/7/19,Dhingra,,,,,Wellman,Dhingra,
SB 5161,f#,Cert. child safety policy,"S Human Svcs, Re",,1/15/19,Dhingra,,,,,Wellman,Dhingra,
SB 5162,,Jury service qualifications,C 41 L 19,,4/17/19,Dhingra,,,91-2-0-5,,Pedersen,Dhingra,
SB 5163,f#,Wrongful injury or death,S subst for,,3/5/19,Hasegawa,,HB 1135(H Rules R),,,Pedersen,Hasegawa,
SB 5164,f,Trafficking victims assist.,S subst for,,3/7/19,Saldaña,,HB 1971(H Approps),,,Hasegawa,Saldaña,
ESB 5165,f,Discrimination/immigration,S Rules 3,,4/28/19,Saldaña,,,29-20-0-0,,Hasegawa,Saldaña,
SB 5166,,Postsecondary religious acc.,S subst for,,2/25/19,Hasegawa,,,,,Carlyle,Hasegawa,
SB 5167,f,Linked deposit program,S subst for,,3/8/19,Hasegawa,,,,,Saldaña,Hasegawa,
SB 5168,,Homeowners' assocs./notice,S Rules X,,3/18/19,Hasegawa,,,,,Saldaña,Hasegawa,
SB 5169,f#,Labor bargaining/neutrality,S Labor & Commer,,1/15/19,Hasegawa,,,,,Saldaña,Hasegawa,
SB 5170,,Collab. school governance,S EL/K-12,,1/15/19,Hasegawa,,,,,Saldaña,Hasegawa,
SB 5171,,Employment agencies,S Labor & Commerc,,1/15/19,Hasegawa,,,,,,Hasegawa,
SB 5172,,Firearm training/legislators,S State Govt/Tri,,1/15/19,Fortunato,,,,,Wagoner,Fortunato,
SB 5173,,Mandatory reporting of abuse,"S Human Svcs, Ree",,1/15/19,O'Ban,,,,,Honeyford,O'Ban,
SB 5174,f#,Concealed pistol training,S Rules X,,3/18/19,Palumbo,,HB 1315(H Civil R & Judi),,,Pedersen,Palumbo,
SB 5175,$,Firefighter safety,S subst for,,3/8/19,Braun,,,,,Keiser,Braun,
SB 5176,,"Rules, yearly expiration",S State Govt/Tri,,1/15/19,Braun,,,,,Becker,Braun,
SB 5177,#,Cemetery district withdrawal,C 42 L 19,,4/17/19,Braun,,HB 1802(H Local Govt),96-0-0-2,,Takko,Braun,
SB 5178,f,TRS & SERS early retirement,S Ways & Means,,1/15/19,Hunt,,HB 1132(H Approps),,,Saldaña,Hunt,
SB 5179,a,County electrical equipment,Del to Gov,,4/26/19,Liias,,HB 1427(H Rules R),46-0-0-3,,King,Liias,
SB 5180,fd#,Tenancy termination/military,S Rules X,,3/18/19,Hobbs,,HB 1138(H subst for),,,Zeiger,Hobbs,
SB 5181,f#,Invol. treatment procedures,S subst for,,3/7/19,Kuderer,,,,,Saldaña,Kuderer,
SB 5182,f#,Juvenile record sealing,S Rules X,,3/18/19,Kuderer,,,,,Darneille,Kuderer,
SB 5183,f,Mobile home relocation asst.,S subst for,,4/22/19,Kuderer,,HB 1033(H subst for),,,Pedersen,Kuderer,
SB 5184,f,Nonresident pharmacies,S subst for,,3/13/19,Kuderer,,,,,Cleveland,Kuderer,
SB 5185,,"Abortion, notifying parents",S Law & Justice,,1/15/19,Padden,,,,,Warnick,Padden,
SB 5186,,First informer broadcasters,S Rules X,,3/18/19,Hunt,,HB 1147(C 207 L 19),,,Zeiger,Hunt,
SB 5187,f,School compost & recycling,S Rules X,,3/18/19,Kuderer,,,,,Wellman,Kuderer,
SB 5188,$fo,Expanded learning opp. prgs.,S EL/K-12,,1/15/19,"Wilson, C.",,HB 1163(H Approps),,,Wellman,"Wilson, C.",
SB 5189,f,Real estate dual agency,S Financial Inst,,1/15/19,Hasegawa,,HB 1316(H ConsPro&Bus),,,Saldaña,Hasegawa,
SB 5190,f#,Health care employees,S Rules X,,3/18/19,Keiser,,HB 1155(H subst for),,,Conway,Keiser,
SB 5191,,PUD contracting,S Local Governmen,,1/23/19,Takko,,HB 1222(H Rules R),,,Sheldon,Takko,
SB 5192,,K-12 empl. benefit contracts,S EL/K-12,,1/15/19,Hunt,,HB 1156(H Approps),,,,Hunt,
SB 5193,f#,GMA/rural development,S Ways & Means,,2/22/19,Short,,,,,Palumbo,Short,
SB 5194,f#,Urban growth area boundaries,S Local Governme,,1/15/19,Short,,,,,Palumbo,Short,
SB 5195,f#,Real estate taxes/housing,S Rules X,,3/18/19,Kuderer,,EHB 1219(C 73 L 19),,,Das,Kuderer,
SB 5196,fd,Nat guard pay/wildland fires,S Rules X,,3/18/19,Hobbs,,HB 1137(C 66 L 19),,,Zeiger,Hobbs,
SB 5197,fd,National guard ed. grants,S Rules 3,,4/28/19,Hobbs,,HB 1201(H Approps),44-1-0-4,,Zeiger,Hobbs,
SB 5198,f#,Arenas/leasehold excise tax,S Rules X,,3/18/19,Darneille,,HB 1301(Del to Gov),,,O'Ban,Darneille,
SB 5199,f#,Correctional emp arbitration,Del to Gov,,4/25/19,Keiser,,,75-20-0-3,,Conway,Keiser,
SB 5200,f#,Correctional officer OT,S Labor & Commer,,1/15/19,Keiser,,HB 1345(H Rules R),,,,Keiser,
SB 5201,f,Marijuana retailer products,S Labor & Commer,,1/16/19,Palumbo,,HB 1238(H Commerce & Gam),,,Rivers,Palumbo,
SB 5202,f,Marijuana licenses,S Labor & Commer,,1/16/19,Palumbo,,,,,Rivers,Palumbo,
SB 5203,f,Inmate apprenticeship prog.,S Ways & Means,,2/7/19,Palumbo,,,,,Wagoner,Palumbo,
SB 5204,,Breed-based dog regulations,S Local Governme,,1/16/19,Palumbo,,,,,"Wilson, L.",Palumbo,
SB 5205,af,Incomp. for trial/firearms,Del to Gov,,4/25/19,Dhingra,,,32-17-0-0,,King,Dhingra,
SB 5206,f#,Feminine hygiene/sales tax,S Ways & Means,,1/22/19,Dhingra,,,,,Rivers,Dhingra,
SB 5207,f,Felony voting rights notices,C 43 L 19,,4/17/19,Dhingra,,,76-21-0-1,,Hunt,Dhingra,
SB 5208,,Animals/emergency services,S Health & Long,,1/16/19,Palumbo,,,,,"Wilson, L.",Palumbo,
SB 5209,,Retail pet stores,S Labor & Commer,,1/16/19,Palumbo,,HB 1640(H ConsPro&Bus),,,Rolfes,Palumbo,
ESB 5210,af,Hearing instruments/notices,C 183 L 19,,4/29/19,Palumbo,,HB 1078(H HC/Wellness),48-0-0-1,,Bailey,Palumbo,
SB 5211,f,Animals/paramedic training,S subst for,,3/12/19,Palumbo,,,,,Rolfes,Palumbo,
SB 5212,f,Adoption of research animals,S subst for,,3/11/19,Palumbo,,,,,"Wilson, L.",Palumbo,
SB 5213,d,Supp. transportation budget,S Transportation,,1/16/19,Hobbs,,HB 1161(H Trans),,,,Hobbs,
SB 5214,d,Transportation budget 19-21,S Rules 2,,4/1/19,Hobbs,,HB 1160(H subst for),,,Palumbo,Hobbs,
SB 5215,f,New employment tax credit,S Financial Inst,,1/16/19,O'Ban,,"HB 1566(H RDev, Ag&NR)",,,Rivers,O'Ban,
SB 5216,f#,Multistage threat assessment,S EL/K-12,,1/16/19,O'Ban,,,,,Frockt,O'Ban,
SB 5217,f,Industrial ins. wage loss,S Rules X,,3/18/19,Keiser,,HB 1492(H Labor & Workpl),,,Conway,Keiser,
SB 5218,f#,Mobile food units,S subst for,,2/26/19,Zeiger,,,,,Takko,Zeiger,
SB 5219,,Condominium warranties,S Rules X,,3/18/19,Padden,,,,,Pedersen,Padden,
SB 5220,f#,Transit auth. board members,S Transportation,,1/16/19,O'Ban,,,,,Palumbo,O'Ban,
SB 5221,f,Political comm. disclosures,S Rules 3,,4/28/19,Palumbo,,,33-14-0-2,,Rivers,Palumbo,
SB 5222,f,Whole WA health trust,S Health & Long,,1/16/19,Hasegawa,,,,,Hunt,Hasegawa,
SB 5223,f#,Electrical net metering,S subst for,,3/4/19,Palumbo,,HB 1862(H Env & Energy),,,Rivers,Palumbo,
SB 5224,f#,Advisory votes,S Rules 3,,4/28/19,Kuderer,,,27-20-0-2,,Hunt,Kuderer,
SB 5225,,Cities/lowest resp. bidder,S Local Governmen,,1/16/19,Takko,,HB 1174(H Rules R),,,Short,Takko,
SB 5226,f,Off-duty employee conduct,S Law & Justice,,1/16/19,Kuderer,,,,,Conway,Kuderer,
SB 5227,a,Voter registration deadlines,Del to Gov,,4/25/19,Kuderer,,HB 1292(H Rules C),45-3-0-1,,Hunt,Kuderer,
SB 5228,f#,Lodging special excise taxes,S subst for,,3/8/19,Takko,,HB 1242(H Rules C),,,Saldaña,Takko,
SB 5229,fd,Presidential primary,S State Govt/Tri,,1/16/19,Zeiger,,HB 1262(H State Govt & T),,,Hunt,Zeiger,
SB 5230,fd,Motor vehicle laws,C 44 L 19,,4/17/19,"Wilson, C.",,HB 1117(H Rules C),97-0-0-1,,"Wilson, L.","Wilson, C.",
SB 5231,f,Vet. survivor tuition waiver,S Rules X,,3/18/19,Bailey,,,,,Wagoner,Bailey,
SB 5232,,Legal newspapers,S Law & Justice,,1/16/19,Bailey,,,,,Wagoner,Bailey,
SB 5233,af,Sick leave/collective barg.,C 236 L 19,,4/30/19,Keiser,,,47-0-0-2,,Conway,Keiser,
SB 5234,f,Medical marijuana/excise tax,S Ways & Means,,2/5/19,Keiser,,,,,Palumbo,Keiser,
SB 5235,f,Plumbing,S Labor & Commer,,1/16/19,Keiser,,,,,King,Keiser,
SB 5236,f,Apprenticeships,S subst for,,3/8/19,Keiser,,,,,Conway,Keiser,
SB 5237,f,Marcus Whitman statues,S State Govt/Tri,,1/16/19,Carlyle,,,,,Hunt,Carlyle,
SB 5238,f,Concussions in youth sports,S Ways & Means,,2/22/19,Carlyle,,,,,Randall,Carlyle,
SB 5239,f,Freight deliverers,S Labor & Commer,,1/16/19,Carlyle,,,,,Pedersen,Carlyle,
SB 5240,f#,City retirement/state invest,S Ways & Means,,1/16/19,Carlyle,,,,,Braun,Carlyle,
SB 5241,,Natural resources rulemaking,S Ag/Water/Natura,,1/16/19,Short,,,,,Takko,Short,
SB 5242,f#,Rural county economic dev.,S Local Governme,,1/16/19,Short,,,,,"Wilson, L.",Short,
SB 5243,f#,Growth mngmt board standing,S Local Governme,,1/16/19,Short,,,,,"Wilson, L.",Short,
SB 5244,,Domestic violence registry,S Law & Justice,,1/16/19,Short,,,,,Dhingra,Short,
SB 5245,f#,Critical area designation,S Local Governme,,1/16/19,Short,,,,,Sheldon,Short,
SB 5246,,Sunshine committee recs.,S State Govt/Trib,,1/16/19,Hunt,,,,,Zeiger,Hunt,
SB 5247,fd,Catastrophic incident plans,S subst for,,3/11/19,Frockt,,HB 1200(H Approps),,,Zeiger,Frockt,
SB 5248,f#,Definition of theft,S Law & Justice,,1/16/19,Dhingra,,HB 1159(H Rules C),,,Padden,Dhingra,
SB 5249,f#,Unincorp. island annexation,S Rules X,,3/18/19,Hunt,,HB 1357(H Rules R),,,,Hunt,
SB 5250,f,Perm. daylight saving time,S State Govt/Tri,,1/16/19,Mullet,,,,,Palumbo,Mullet,
SB 5251,f,Rx drug cost transparency,S Health & Long,,1/16/19,Mullet,,,,,Rivers,Mullet,
SB 5252,f,"School district bonds, 55%",S EL/K-12,,1/16/19,Mullet,,,,,Wellman,Mullet,
SB 5253,,Van accessible parking,S Rules X,,3/18/19,Sheldon,,,,,Kuderer,Sheldon,
SB 5254,,Motorcycles on laned roads,S Rules X,,3/18/19,Sheldon,,,,,Conway,Sheldon,
